envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
484	5916000	5988000	5868000	5868000	5988000	5868000	
485	5913000	5985000	5865000	5865000	5985000	5865000	
486	5958000	6102000	5862000	5862000	5982000	5982000	
487	6003000	6219000	5859000	5859000	5979000	6099000	
488	6024000	6216000	5856000	5856000	6096000	6096000	
489	6021000	6213000	5853000	5853000	6093000	6093000	
490	6042000	6210000	5850000	5850000	6210000	6090000	
491	6087000	6207000	5847000	5967000	6207000	6207000	
492	6108000	6204000	5964000	5964000	6204000	6204000	
493	6129000	6201000	5961000	5961000	6201000	6321000	
494	6174000	6198000	6078000	6078000	6198000	6318000	
495	6171000	6195000	6075000	6075000	6195000	6315000	
496	6216000	6312000	6072000	6192000	6192000	6312000	
497	6213000	6309000	6069000	6189000	6189000	6309000	
498	6210000	6306000	6066000	6186000	6186000	6306000	
499	6207000	6303000	6063000	6183000	6183000	6303000	
500	6204000	6300000	6060000	6180000	6180000	6300000	
501	6225000	6417000	6057000	6177000	6177000	6297000	
502	6270000	6534000	6054000	6174000	6174000	6414000	
503	6267000	6531000	6051000	6171000	6171000	6411000	
504	6264000	6528000	6048000	6168000	6168000	6408000	
505	6285000	6525000	6045000	6165000	6285000	6405000	
506	6282000	6522000	6042000	6162000	6282000	6402000	
507	6303000	6519000	6159000	6159000	6279000	6399000	
508	6348000	6516000	6156000	6156000	6396000	6516000	
509	6393000	6633000	6153000	6273000	6393000	6513000	
510	6390000	6630000	6150000	6270000	6390000	6510000	
511	6411000	6747000	6147000	6267000	6387000	6507000	
512	6408000	6744000	6144000	6264000	6384000	6504000	
513	6429000	6741000	6261000	6261000	6381000	6501000	
514	6426000	6738000	6258000	6258000	6378000	6498000	
515	6447000	6735000	6255000	6375000	6375000	6495000	
516	6468000	6732000	6252000	6372000	6372000	6612000	
517	6489000	6729000	6249000	6369000	6369000	6729000	
518	6510000	6726000	6246000	6486000	6366000	6726000	
519	6531000	6723000	6243000	6483000	6483000	6723000	
520	6552000	6720000	6360000	6480000	6480000	6720000	
521	6573000	6717000	6357000	6477000	6597000	6717000	
522	6570000	6714000	6354000	6474000	6594000	6714000	
523	6591000	6711000	6351000	6591000	6591000	6711000	
524	6612000	6828000	6348000	6588000	6588000	6708000	
525	6609000	6825000	6345000	6585000	6585000	6705000	
526	6606000	6822000	6342000	6582000	6582000	6702000	
527	6627000	6819000	6459000	6579000	6579000	6699000	
528	6624000	6816000	6456000	6576000	6576000	6696000	
529	6621000	6813000	6453000	6573000	6573000	6693000	
530	6642000	6810000	6450000	6570000	6690000	6690000	
531	6639000	6807000	6447000	6567000	6687000	6687000	
532	6732000	6804000	6564000	6684000	6804000	6804000	
533	6753000	6801000	6561000	6681000	6921000	6801000	
534	6774000	6798000	6558000	6798000	6918000	6798000	
535	6819000	6915000	6555000	6915000	6915000	6795000	
