envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
491	6111000	6447000	5847000	5847000	5847000	6567000	
492	6108000	6444000	5844000	5844000	5844000	6564000	
493	6129000	6441000	5841000	5841000	5961000	6561000	
494	6174000	6438000	5838000	5838000	6078000	6678000	
495	6171000	6435000	5835000	5835000	6075000	6675000	
496	6192000	6552000	5832000	5832000	6072000	6672000	
497	6213000	6669000	5829000	5829000	6069000	6669000	
498	6234000	6666000	5826000	5826000	6186000	6666000	
499	6231000	6663000	5823000	5823000	6183000	6663000	
500	6252000	6660000	5820000	5820000	6300000	6660000	
501	6273000	6657000	5817000	5817000	6417000	6657000	
502	6270000	6654000	5814000	5814000	6414000	6654000	
503	6267000	6651000	5811000	5811000	6411000	6651000	
504	6312000	6648000	5808000	5928000	6408000	6768000	
505	6357000	6765000	5805000	5925000	6405000	6885000	
506	6378000	6882000	5802000	5922000	6402000	6882000	
507	6375000	6879000	5799000	5919000	6399000	6879000	
508	6396000	6876000	5796000	5916000	6516000	6876000	
509	6393000	6873000	5793000	5913000	6513000	6873000	
510	6390000	6870000	5790000	5910000	6510000	6870000	
511	6435000	6867000	5907000	6027000	6507000	6867000	
512	6456000	6984000	5904000	6024000	6504000	6864000	
513	6453000	6981000	5901000	6021000	6501000	6861000	
514	6474000	6978000	5898000	6138000	6498000	6858000	
515	6471000	6975000	5895000	6135000	6495000	6855000	
516	6540000	6972000	5892000	6252000	6612000	6972000	
517	6561000	6969000	5889000	6369000	6609000	6969000	
518	6606000	6966000	6006000	6486000	6606000	6966000	
519	6627000	7083000	6003000	6483000	6603000	6963000	
520	6624000	7080000	6e+06	6480000	6600000	6960000	
521	6645000	7077000	5997000	6477000	6717000	6957000	
522	6666000	7194000	5994000	6474000	6714000	6954000	
523	6663000	7191000	5991000	6471000	6711000	6951000	
524	6660000	7188000	5988000	6468000	6708000	6948000	
525	6681000	7305000	5985000	6465000	6705000	6945000	
526	6750000	7302000	6102000	6462000	6822000	7062000	
527	6747000	7299000	6099000	6459000	6819000	7059000	
528	6768000	7296000	6096000	6456000	6816000	7176000	
529	6765000	7293000	6093000	6453000	6813000	7173000	
530	6810000	7290000	6090000	6450000	6930000	7290000	
531	6831000	7407000	6087000	6447000	6927000	7287000	
532	6828000	7404000	6084000	6444000	6924000	7284000	
